fips,week,n_vax,n_response,p_fb,week_rank
47151,2021-05-16,9,10,0.9,8
47151,2021-05-23,6,13,0.46153846153846156,9
47151,2021-05-30,1,1,1,10
47153,2021-03-28,2,3,0.6666666666666666,1
47153,2021-04-04,7,11,0.6363636363636364,2
47153,2021-04-11,2,8,0.25,3
47153,2021-04-18,3,12,0.25,4
47153,2021-04-25,1,5,0.2,5
47153,2021-05-02,4,5,0.8,6
47153,2021-05-09,8,10,0.8,7
47153,2021-05-16,2,7,0.2857142857142857,8
47153,2021-05-23,2,3,0.6666666666666666,9
47153,2021-05-30,0,1,0,10
47155,2021-03-28,15,36,0.4166666666666667,1
47155,2021-04-04,40,80,0.5,2
47155,2021-04-11,53,86,0.6162790697674418,3
47155,2021-04-18,63,79,0.7974683544303798,4
47155,2021-04-25,50,75,0.6666666666666666,5
47155,2021-05-02,53,80,0.6625,6
47155,2021-05-09,46,62,0.7419354838709677,7
47155,2021-05-16,39,59,0.6610169491525424,8
47155,2021-05-23,43,66,0.6515151515151515,9
47155,2021-05-30,11,22,0.5,10
47157,2021-03-28,134,187,0.7165775401069518,1
47157,2021-04-04,280,420,0.6666666666666666,2
47157,2021-04-11,324,457,0.7089715536105032,3
47157,2021-04-18,261,386,0.6761658031088082,4
47157,2021-04-25,268,384,0.6979166666666666,5
47157,2021-05-02,283,382,0.7408376963350786,6
47157,2021-05-09,260,323,0.804953560371517,7
47157,2021-05-16,260,327,0.7951070336391437,8
47157,2021-05-23,246,319,0.7711598746081505,9
47157,2021-05-30,70,105,0.6666666666666666,10
47159,2021-03-28,4,4,1,1
47159,2021-04-04,7,11,0.6363636363636364,2
47159,2021-04-11,3,10,0.3,3
47159,2021-04-18,5,5,1,4
47159,2021-04-25,6,9,0.6666666666666666,5
47159,2021-05-02,2,7,0.2857142857142857,6
47159,2021-05-09,8,9,0.8888888888888888,7
47159,2021-05-16,4,6,0.6666666666666666,8
47159,2021-05-23,5,6,0.8333333333333334,9
47159,2021-05-30,0,1,0,10
47161,2021-03-28,1,3,0.3333333333333333,1
47161,2021-04-04,4,4,1,2
47161,2021-04-11,7,7,1,3
47161,2021-04-18,12,13,0.9230769230769231,4
47161,2021-04-25,0,4,0,5
47161,2021-05-02,5,7,0.7142857142857143,6
47161,2021-05-09,3,5,0.6,7
47161,2021-05-16,2,2,1,8
47161,2021-05-23,8,11,0.7272727272727273,9
47161,2021-05-30,1,1,1,10
47163,2021-03-28,44,69,0.6376811594202898,1
47163,2021-04-04,101,158,0.6392405063291139,2
47163,2021-04-11,111,179,0.6201117318435754,3
47163,2021-04-18,84,132,0.6363636363636364,4
47163,2021-04-25,64,133,0.48120300751879697,5
47163,2021-05-02,99,139,0.7122302158273381,6
47163,2021-05-09,62,126,0.49206349206349204,7
47163,2021-05-16,87,129,0.6744186046511628,8
47163,2021-05-23,78,115,0.6782608695652174,9
47163,2021-05-30,16,33,0.48484848484848486,10
47165,2021-03-28,19,30,0.6333333333333333,1
47165,2021-04-04,46,81,0.5679012345679012,2
47165,2021-04-11,53,81,0.654320987654321,3
47165,2021-04-18,55,82,0.6707317073170732,4
47165,2021-04-25,34,59,0.576271186440678,5
47165,2021-05-02,33,50,0.66,6
47165,2021-05-09,30,57,0.5263157894736842,7
47165,2021-05-16,23,36,0.6388888888888888,8
47165,2021-05-23,46,57,0.8070175438596491,9
47165,2021-05-30,8,12,0.6666666666666666,10
47167,2021-03-28,8,11,0.7272727272727273,1
47167,2021-04-04,14,28,0.5,2
47167,2021-04-11,17,24,0.7083333333333334,3
47167,2021-04-18,11,26,0.4230769230769231,4
47167,2021-04-25,19,28,0.6785714285714286,5
47167,2021-05-02,21,24,0.875,6
47167,2021-05-09,12,14,0.8571428571428571,7
47167,2021-05-16,14,21,0.6666666666666666,8
47167,2021-05-23,13,25,0.52,9
47167,2021-05-30,5,5,1,10
47169,2021-03-28,1,1,1,1
47169,2021-04-04,2,2,1,2
47169,2021-04-11,3,3,1,3
47169,2021-04-18,4,6,0.6666666666666666,4
47169,2021-05-02,1,2,0.5,6
47169,2021-05-09,2,2,1,7
47169,2021-05-16,1,2,0.5,8
47169,2021-05-23,2,3,0.6666666666666666,9
47169,2021-05-30,0,1,0,10
47171,2021-03-28,2,2,1,1
47171,2021-04-04,13,16,0.8125,2
47171,2021-04-11,10,18,0.5555555555555556,3
47171,2021-04-18,10,17,0.5882352941176471,4
47171,2021-04-25,13,19,0.6842105263157895,5
47171,2021-05-02,17,20,0.85,6
47171,2021-05-09,8,14,0.5714285714285714,7
47171,2021-05-16,5,8,0.625,8
47171,2021-05-23,4,5,0.8,9
47171,2021-05-30,2,2,1,10
47173,2021-03-28,0,5,0,1
47173,2021-04-04,7,13,0.5384615384615384,2
47173,2021-04-11,8,12,0.6666666666666666,3
47173,2021-04-18,5,7,0.7142857142857143,4
47173,2021-04-25,9,11,0.8181818181818182,5
47173,2021-05-02,6,9,0.6666666666666666,6
47173,2021-05-09,2,7,0.2857142857142857,7
47173,2021-05-16,11,11,1,8
47173,2021-05-23,6,11,0.5454545454545454,9
47173,2021-05-30,1,2,0.5,10
47175,2021-04-11,2,2,1,3
47175,2021-04-18,0,2,0,4
47175,2021-04-25,2,2,1,5
47175,2021-05-02,1,1,1,6
47175,2021-05-09,3,3,1,7
47175,2021-05-23,0,2,0,9
47177,2021-03-28,2,6,0.3333333333333333,1
47177,2021-04-04,7,19,0.3684210526315789,2
47177,2021-04-11,10,13,0.7692307692307693,3
47177,2021-04-18,10,15,0.6666666666666666,4
47177,2021-04-25,6,13,0.46153846153846156,5
47177,2021-05-02,4,13,0.3076923076923077,6
47177,2021-05-09,7,8,0.875,7
47177,2021-05-16,8,10,0.8,8
47177,2021-05-23,7,13,0.5384615384615384,9
47177,2021-05-30,3,5,0.6,10
47179,2021-03-28,33,50,0.66,1
47179,2021-04-04,88,160,0.55,2
47179,2021-04-11,83,133,0.6240601503759399,3
47179,2021-04-18,86,134,0.6417910447761194,4
47179,2021-04-25,78,114,0.6842105263157895,5
47179,2021-05-02,79,105,0.7523809523809524,6
47179,2021-05-09,63,86,0.7325581395348837,7
47179,2021-05-16,74,98,0.7551020408163265,8
47179,2021-05-23,69,100,0.69,9
47179,2021-05-30,24,28,0.8571428571428571,10
47181,2021-03-28,0,3,0,1
47181,2021-04-04,5,6,0.8333333333333334,2
47181,2021-04-11,7,7,1,3
47181,2021-04-18,0,4,0,4
47181,2021-04-25,3,3,1,5
47181,2021-05-02,3,3,1,6
47181,2021-05-09,2,2,1,7
47181,2021-05-16,7,8,0.875,8
47181,2021-05-23,2,2,1,9
47181,2021-05-30,1,1,1,10
47183,2021-03-28,2,7,0.2857142857142857,1
47183,2021-04-04,4,14,0.2857142857142857,2
47183,2021-04-11,6,14,0.42857142857142855,3
47183,2021-04-18,11,22,0.5,4
47183,2021-04-25,7,16,0.4375,5
47183,2021-05-02,19,21,0.9047619047619048,6
47183,2021-05-09,4,10,0.4,7
47183,2021-05-16,15,19,0.7894736842105263,8
47183,2021-05-23,2,10,0.2,9
47183,2021-05-30,1,8,0.125,10
47185,2021-03-28,3,5,0.6,1
47185,2021-04-04,5,8,0.625,2
47185,2021-04-11,8,17,0.47058823529411764,3
47185,2021-04-18,4,8,0.5,4
47185,2021-04-25,4,11,0.36363636363636365,5
47185,2021-05-02,6,7,0.8571428571428571,6
47185,2021-05-09,2,4,0.5,7
47185,2021-05-16,13,13,1,8
47185,2021-05-23,9,14,0.6428571428571429,9
47185,2021-05-30,1,1,1,10
47187,2021-03-28,34,45,0.7555555555555555,1
47187,2021-04-04,91,129,0.7054263565891473,2
47187,2021-04-11,112,140,0.8,3
47187,2021-04-18,82,104,0.7884615384615384,4
47187,2021-04-25,80,111,0.7207207207207207,5
47187,2021-05-02,76,101,0.7524752475247525,6
47187,2021-05-09,65,76,0.8552631578947368,7
47187,2021-05-16,89,99,0.898989898989899,8
47187,2021-05-23,67,80,0.8375,9
47187,2021-05-30,25,30,0.8333333333333334,10
47189,2021-03-28,19,32,0.59375,1
47189,2021-04-04,30,55,0.5454545454545454,2
47189,2021-04-11,43,57,0.7543859649122807,3
47189,2021-04-18,26,55,0.4727272727272727,4
47189,2021-04-25,52,67,0.7761194029850746,5
47189,2021-05-02,48,62,0.7741935483870968,6
47189,2021-05-09,27,40,0.675,7
47189,2021-05-16,41,54,0.7592592592592593,8
47189,2021-05-23,40,45,0.8888888888888888,9
47189,2021-05-30,8,14,0.5714285714285714,10
48001,2021-03-28,3,18,0.16666666666666666,1
48001,2021-04-04,12,28,0.42857142857142855,2
48001,2021-04-11,22,33,0.6666666666666666,3
48001,2021-04-18,5,17,0.29411764705882354,4
48001,2021-04-25,9,28,0.32142857142857145,5
48001,2021-05-02,11,33,0.3333333333333333,6
48001,2021-05-09,13,23,0.5652173913043478,7
48001,2021-05-16,8,16,0.5,8
48001,2021-05-23,16,24,0.6666666666666666,9
48001,2021-05-30,5,5,1,10
48003,2021-03-28,1,1,1,1
48003,2021-04-04,0,6,0,2
48003,2021-04-11,5,10,0.5,3
48003,2021-04-18,7,8,0.875,4
48003,2021-04-25,2,2,1,5
48003,2021-05-02,3,4,0.75,6
48003,2021-05-09,2,5,0.4,7
48003,2021-05-16,1,6,0.16666666666666666,8
48003,2021-05-23,5,10,0.5,9
48003,2021-05-30,1,3,0.3333333333333333,10
48005,2021-03-28,9,14,0.6428571428571429,1
48005,2021-04-04,8,35,0.22857142857142856,2
48005,2021-04-11,18,34,0.5294117647058824,3
48005,2021-04-18,20,29,0.6896551724137931,4
48005,2021-04-25,23,26,0.8846153846153846,5
48005,2021-05-02,12,28,0.42857142857142855,6
48005,2021-05-09,18,28,0.6428571428571429,7
48005,2021-05-16,12,25,0.48,8
48005,2021-05-23,11,26,0.4230769230769231,9
48005,2021-05-30,1,7,0.14285714285714285,10
48007,2021-03-28,8,16,0.5,1
48007,2021-04-04,17,19,0.8947368421052632,2
48007,2021-04-11,15,30,0.5,3
48007,2021-04-18,13,28,0.4642857142857143,4
48007,2021-04-25,17,22,0.7727272727272727,5
48007,2021-05-02,12,18,0.6666666666666666,6
48007,2021-05-09,16,21,0.7619047619047619,7
48007,2021-05-16,7,18,0.3888888888888889,8
48007,2021-05-23,13,16,0.8125,9
48007,2021-05-30,3,3,1,10
48009,2021-03-28,3,5,0.6,1
48009,2021-04-04,5,5,1,2
48009,2021-04-11,5,5,1,3
48009,2021-04-18,2,4,0.5,4
48009,2021-04-25,7,7,1,5
48009,2021-05-09,2,2,1,7
48009,2021-05-16,2,2,1,8
48009,2021-05-23,2,4,0.5,9
48009,2021-05-30,2,2,1,10
48011,2021-04-04,1,1,1,2
48011,2021-04-11,2,3,0.6666666666666666,3
48011,2021-04-18,1,1,1,4
48013,2021-03-28,4,5,0.8,1
48013,2021-04-04,14,21,0.6666666666666666,2
48013,2021-04-11,13,18,0.7222222222222222,3
48013,2021-04-18,6,17,0.35294117647058826,4
48013,2021-04-25,12,15,0.8,5
48013,2021-05-02,11,18,0.6111111111111112,6
48013,2021-05-09,13,20,0.65,7
48013,2021-05-16,4,9,0.4444444444444444,8
48013,2021-05-23,8,12,0.6666666666666666,9
48015,2021-03-28,3,3,1,1
48015,2021-04-04,3,5,0.6,2
48015,2021-04-11,6,10,0.6,3
48015,2021-04-18,0,5,0,4
48015,2021-04-25,10,18,0.5555555555555556,5
48015,2021-05-02,4,8,0.5,6
48015,2021-05-09,6,8,0.75,7
48015,2021-05-16,1,3,0.3333333333333333,8
48015,2021-05-23,4,5,0.8,9
48015,2021-05-30,1,1,1,10
48017,2021-03-28,2,5,0.4,1
48017,2021-04-04,0,2,0,2
48017,2021-04-11,2,2,1,3
48017,2021-04-18,1,5,0.2,4
48017,2021-04-25,1,1,1,5
48017,2021-05-02,0,1,0,6
48017,2021-05-09,2,2,1,7
48017,2021-05-16,3,4,0.75,8
48017,2021-05-23,3,3,1,9
48017,2021-05-30,2,4,0.5,10
48019,2021-03-28,1,4,0.25,1
48019,2021-04-04,4,12,0.3333333333333333,2
48019,2021-04-11,5,7,0.7142857142857143,3
48019,2021-04-18,11,11,1,4
48019,2021-04-25,2,5,0.4,5
48019,2021-05-02,0,11,0,6
48019,2021-05-09,7,8,0.875,7
48019,2021-05-16,5,5,1,8
48019,2021-05-23,6,7,0.8571428571428571,9
48019,2021-05-30,3,3,1,10
48021,2021-03-28,18,29,0.6206896551724138,1
48021,2021-04-04,48,74,0.6486486486486487,2
48021,2021-04-11,42,60,0.7,3
48021,2021-04-18,40,55,0.7272727272727273,4
48021,2021-04-25,34,58,0.5862068965517241,5
48021,2021-05-02,35,44,0.7954545454545454,6
48021,2021-05-09,20,36,0.5555555555555556,7
48021,2021-05-16,31,34,0.9117647058823529,8
48021,2021-05-23,36,52,0.6923076923076923,9
48021,2021-05-30,6,7,0.8571428571428571,10
48023,2021-04-04,4,4,1,2
48023,2021-04-11,1,1,1,3
48023,2021-04-18,3,3,1,4
48023,2021-04-25,2,2,1,5
48023,2021-05-02,2,2,1,6
48023,2021-05-09,1,1,1,7
48023,2021-05-16,3,3,1,8
48023,2021-05-23,1,4,0.25,9
48025,2021-03-28,1,2,0.5,1
48025,2021-04-04,11,14,0.7857142857142857,2
48025,2021-04-11,13,13,1,3
48025,2021-04-18,6,11,0.5454545454545454,4
48025,2021-04-25,12,14,0.8571428571428571,5
48025,2021-05-02,7,10,0.7,6
48025,2021-05-09,9,16,0.5625,7
48025,2021-05-16,6,6,1,8
48025,2021-05-23,4,14,0.2857142857142857,9
48025,2021-05-30,4,5,0.8,10
48027,2021-03-28,57,105,0.5428571428571428,1
48027,2021-04-04,139,281,0.49466192170818507,2
48027,2021-04-11,170,266,0.6390977443609023,3
48027,2021-04-18,147,242,0.6074380165289256,4
48027,2021-04-25,158,228,0.6929824561403509,5
48027,2021-05-02,158,210,0.7523809523809524,6
48027,2021-05-09,101,182,0.554945054945055,7
48027,2021-05-16,124,192,0.6458333333333334,8
48027,2021-05-23,115,175,0.6571428571428571,9
48027,2021-05-30,41,60,0.6833333333333333,10
48029,2021-03-28,243,361,0.6731301939058172,1
48029,2021-04-04,560,907,0.61742006615215,2
48029,2021-04-11,590,876,0.6735159817351598,3
48029,2021-04-18,604,788,0.766497461928934,4
48029,2021-04-25,550,738,0.7452574525745257,5
48029,2021-05-02,537,676,0.7943786982248521,6
48029,2021-05-09,437,578,0.7560553633217993,7
48029,2021-05-16,467,587,0.7955706984667802,8
48029,2021-05-23,478,622,0.7684887459807074,9
48029,2021-05-30,133,179,0.7430167597765364,10
48031,2021-03-28,1,1,1,1
48031,2021-04-04,2,7,0.2857142857142857,2
48031,2021-04-11,7,8,0.875,3
48031,2021-04-18,2,5,0.4,4
48031,2021-04-25,4,4,1,5
48031,2021-05-02,0,3,0,6
48031,2021-05-09,2,5,0.4,7
48031,2021-05-16,5,5,1,8
48031,2021-05-23,5,5,1,9
48031,2021-05-30,3,4,0.75,10
48035,2021-03-28,9,9,1,1
48035,2021-04-04,7,14,0.5,2
48035,2021-04-11,7,12,0.5833333333333334,3
48035,2021-04-18,13,16,0.8125,4
48035,2021-04-25,4,8,0.5,5
48035,2021-05-02,10,10,1,6
48035,2021-05-09,9,12,0.75,7
48035,2021-05-16,6,6,1,8
48035,2021-05-23,6,6,1,9
48035,2021-05-30,3,3,1,10
48037,2021-03-28,14,19,0.7368421052631579,1
48037,2021-04-04,35,67,0.5223880597014925,2
48037,2021-04-11,36,64,0.5625,3
48037,2021-04-18,29,49,0.5918367346938775,4
48037,2021-04-25,32,57,0.5614035087719298,5
48037,2021-05-02,16,32,0.5,6
48037,2021-05-09,26,42,0.6190476190476191,7
48037,2021-05-16,30,47,0.6382978723404256,8
48037,2021-05-23,28,47,0.5957446808510638,9
48037,2021-05-30,12,18,0.6666666666666666,10
48039,2021-03-28,49,68,0.7205882352941176,1
48039,2021-04-04,94,148,0.6351351351351351,2
48039,2021-04-11,97,136,0.7132352941176471,3
48039,2021-04-18,75,128,0.5859375,4
48039,2021-04-25,81,119,0.680672268907563,5
48039,2021-05-02,68,93,0.7311827956989247,6
48039,2021-05-09,56,86,0.6511627906976745,7
48039,2021-05-16,74,97,0.7628865979381443,8
48039,2021-05-23,85,108,0.7870370370370371,9
48039,2021-05-30,20,23,0.8695652173913043,10
48041,2021-03-28,29,51,0.5686274509803921,1
48041,2021-04-04,106,161,0.6583850931677019,2
48041,2021-04-11,120,169,0.7100591715976331,3
48041,2021-04-18,95,140,0.6785714285714286,4
48041,2021-04-25,85,122,0.6967213114754098,5
48041,2021-05-02,82,109,0.7522935779816514,6
48041,2021-05-09,69,89,0.7752808988764045,7
48041,2021-05-16,68,96,0.7083333333333334,8
48041,2021-05-23,62,88,0.7045454545454546,9
48041,2021-05-30,31,41,0.7560975609756098,10
48043,2021-03-28,0,4,0,1
48043,2021-04-04,3,9,0.3333333333333333,2
48043,2021-04-11,8,8,1,3
48043,2021-04-18,6,6,1,4
48043,2021-04-25,12,13,0.9230769230769231,5
48043,2021-05-02,8,9,0.8888888888888888,6
48043,2021-05-09,4,4,1,7
48043,2021-05-16,3,4,0.75,8
48043,2021-05-23,7,7,1,9
48043,2021-05-30,3,3,1,10
48045,2021-04-04,0,2,0,2
48045,2021-04-11,1,1,1,3
48045,2021-04-25,4,4,1,5
48045,2021-05-02,1,1,1,6
48045,2021-05-09,1,3,0.3333333333333333,7
48045,2021-05-16,0,1,0,8
48045,2021-05-30,0,1,0,10
48047,2021-03-28,1,2,0.5,1
48047,2021-04-04,7,7,1,2
48047,2021-04-11,5,8,0.625,3
48047,2021-04-18,4,4,1,4
48047,2021-04-25,2,4,0.5,5
48047,2021-05-02,1,1,1,6
48047,2021-05-09,1,4,0.25,7
48047,2021-05-23,0,1,0,9
48049,2021-03-28,7,13,0.5384615384615384,1
48049,2021-04-04,17,31,0.5483870967741935,2
48049,2021-04-11,9,22,0.4090909090909091,3
48049,2021-04-18,16,23,0.6956521739130435,4
48049,2021-04-25,15,26,0.5769230769230769,5
48049,2021-05-02,4,16,0.25,6
48049,2021-05-09,14,21,0.6666666666666666,7
48049,2021-05-16,8,21,0.38095238095238093,8
48049,2021-05-23,11,23,0.4782608695652174,9
48049,2021-05-30,0,4,0,10
48051,2021-03-28,3,5,0.6,1
48051,2021-04-04,9,9,1,2
48051,2021-04-11,5,9,0.5555555555555556,3
48051,2021-04-18,5,11,0.45454545454545453,4
48051,2021-04-25,8,11,0.7272727272727273,5
48051,2021-05-02,11,11,1,6
48051,2021-05-09,5,7,0.7142857142857143,7
48051,2021-05-16,1,7,0.14285714285714285,8
48051,2021-05-23,3,6,0.5,9
48051,2021-05-30,1,1,1,10
48053,2021-03-28,5,6,0.8333333333333334,1
48053,2021-04-04,10,17,0.5882352941176471,2
48053,2021-04-11,5,21,0.23809523809523808,3
48053,2021-04-18,20,29,0.6896551724137931,4
48053,2021-04-25,10,17,0.5882352941176471,5
48053,2021-05-02,14,26,0.5384615384615384,6
48053,2021-05-09,4,8,0.5,7
48053,2021-05-16,15,16,0.9375,8
48053,2021-05-23,14,15,0.9333333333333333,9
48053,2021-05-30,1,1,1,10
48055,2021-03-28,2,8,0.25,1
48055,2021-04-04,19,20,0.95,2
48055,2021-04-11,16,21,0.7619047619047619,3
48055,2021-04-18,10,24,0.4166666666666667,4
48055,2021-04-25,13,20,0.65,5
48055,2021-05-02,11,15,0.7333333333333333,6
48055,2021-05-09,11,14,0.7857142857142857,7
48055,2021-05-16,9,18,0.5,8
48055,2021-05-23,12,13,0.9230769230769231,9
48055,2021-05-30,6,6,1,10
48057,2021-03-28,4,8,0.5,1
48057,2021-04-04,5,14,0.35714285714285715,2
48057,2021-04-11,8,8,1,3
48057,2021-04-18,8,9,0.8888888888888888,4
48057,2021-04-25,4,8,0.5,5
48057,2021-05-02,5,5,1,6
48057,2021-05-09,0,4,0,7
48057,2021-05-16,3,5,0.6,8
48057,2021-05-23,4,5,0.8,9
48057,2021-05-30,2,2,1,10
48059,2021-03-28,1,2,0.5,1
48059,2021-04-04,7,9,0.7777777777777778,2
48059,2021-04-11,10,15,0.6666666666666666,3
48059,2021-04-18,7,7,1,4
48059,2021-04-25,4,9,0.4444444444444444,5
48059,2021-05-02,4,10,0.4,6
48059,2021-05-09,1,6,0.16666666666666666,7
48059,2021-05-16,2,5,0.4,8
48059,2021-05-23,4,9,0.4444444444444444,9
48059,2021-05-30,1,2,0.5,10
48061,2021-03-28,69,114,0.6052631578947368,1
48061,2021-04-04,157,265,0.5924528301886792,2
48061,2021-04-11,206,267,0.7715355805243446,3
48061,2021-04-18,175,239,0.7322175732217573,4
48061,2021-04-25,177,222,0.7972972972972973,5
48061,2021-05-02,158,187,0.8449197860962567,6
48061,2021-05-09,151,165,0.9151515151515152,7
48061,2021-05-16,151,196,0.7704081632653061,8
48061,2021-05-23,136,153,0.8888888888888888,9
48061,2021-05-30,59,70,0.8428571428571429,10
48063,2021-03-28,0,2,0,1
48063,2021-04-04,9,11,0.8181818181818182,2
48063,2021-04-11,3,4,0.75,3
48063,2021-04-18,2,11,0.18181818181818182,4
48063,2021-04-25,7,10,0.7,5
48063,2021-05-02,3,6,0.5,6
48063,2021-05-09,4,4,1,7
48063,2021-05-16,4,7,0.5714285714285714,8
48063,2021-05-23,5,8,0.625,9
48063,2021-05-30,1,1,1,10
48065,2021-03-28,2,4,0.5,1
48065,2021-04-04,1,3,0.3333333333333333,2
48065,2021-04-11,3,6,0.5,3
48065,2021-04-18,0,5,0,4
48065,2021-04-25,1,1,1,5
48065,2021-05-02,2,2,1,6
48065,2021-05-09,4,6,0.6666666666666666,7
48065,2021-05-16,0,2,0,8
48065,2021-05-23,2,3,0.6666666666666666,9
48065,2021-05-30,0,1,0,10
48067,2021-03-28,8,16,0.5,1
48067,2021-04-04,7,14,0.5,2
48067,2021-04-11,18,27,0.6666666666666666,3
48067,2021-04-18,10,19,0.5263157894736842,4
48067,2021-04-25,5,18,0.2777777777777778,5
48067,2021-05-02,5,9,0.5555555555555556,6
48067,2021-05-09,5,14,0.35714285714285715,7
48067,2021-05-16,15,17,0.8823529411764706,8
48067,2021-05-23,12,20,0.6,9
48067,2021-05-30,0,3,0,10
48069,2021-04-04,0,3,0,2
48069,2021-04-11,4,4,1,3
48069,2021-04-18,0,2,0,4
48069,2021-04-25,1,1,1,5
48069,2021-05-02,1,1,1,6
48069,2021-05-09,2,2,1,7
48069,2021-05-16,1,1,1,8
48069,2021-05-23,2,2,1,9
48071,2021-03-28,0,2,0,1
48071,2021-04-04,1,7,0.14285714285714285,2
48071,2021-04-11,7,16,0.4375,3
48071,2021-04-18,6,13,0.46153846153846156,4
48071,2021-04-25,2,10,0.2,5
48071,2021-05-02,8,13,0.6153846153846154,6
48071,2021-05-09,10,12,0.8333333333333334,7
48071,2021-05-16,1,9,0.1111111111111111,8
48071,2021-05-23,7,7,1,9
48071,2021-05-30,1,4,0.25,10
48073,2021-03-28,1,6,0.16666666666666666,1
48073,2021-04-04,15,23,0.6521739130434783,2
48073,2021-04-11,12,17,0.7058823529411765,3
48073,2021-04-18,15,17,0.8823529411764706,4
48073,2021-04-25,16,22,0.7272727272727273,5
48073,2021-05-02,4,7,0.5714285714285714,6
48073,2021-05-09,7,14,0.5,7
48073,2021-05-16,8,16,0.5,8
48073,2021-05-23,19,20,0.95,9
48073,2021-05-30,1,4,0.25,10
48075,2021-03-28,0,1,0,1
48075,2021-04-04,2,2,1,2
48075,2021-04-11,1,3,0.3333333333333333,3
48075,2021-04-18,3,3,1,4
48075,2021-04-25,1,1,1,5
48075,2021-05-02,2,3,0.6666666666666666,6
48075,2021-05-09,1,1,1,7
48075,2021-05-16,4,4,1,8
48075,2021-05-23,4,4,1,9
48077,2021-03-28,4,4,1,1
48077,2021-04-04,4,7,0.5714285714285714,2
48077,2021-04-11,0,3,0,3
48077,2021-04-18,6,7,0.8571428571428571,4
48077,2021-04-25,1,3,0.3333333333333333,5
48077,2021-05-02,3,5,0.6,6
48077,2021-05-09,5,5,1,7
48077,2021-05-16,4,5,0.8,8
48077,2021-05-23,2,5,0.4,9
48077,2021-05-30,1,1,1,10
48079,2021-03-28,1,1,1,1
48079,2021-04-11,0,2,0,3
48079,2021-04-25,0,1,0,5
48081,2021-04-04,0,2,0,2
48081,2021-04-11,0,1,0,3
48081,2021-04-25,0,2,0,5
48081,2021-05-02,3,3,1,6
48081,2021-05-16,1,1,1,8
48083,2021-04-04,5,7,0.7142857142857143,2
48083,2021-04-11,4,6,0.6666666666666666,3
48083,2021-04-18,4,7,0.5714285714285714,4
48083,2021-04-25,2,5,0.4,5
48083,2021-05-02,4,4,1,6
48083,2021-05-09,1,4,0.25,7
48083,2021-05-16,4,4,1,8
48083,2021-05-23,4,5,0.8,9
48085,2021-03-28,88,138,0.6376811594202898,1
48085,2021-04-04,239,338,0.7071005917159763,2
48085,2021-04-11,277,362,0.7651933701657458,3
48085,2021-04-18,262,336,0.7797619047619048,4
48085,2021-04-25,241,309,0.7799352750809061,5
48085,2021-05-02,253,283,0.8939929328621908,6
48085,2021-05-09,222,263,0.844106463878327,7
48085,2021-05-16,215,263,0.8174904942965779,8
48085,2021-05-23,211,250,0.844,9
48085,2021-05-30,76,93,0.8172043010752689,10
48087,2021-03-28,1,1,1,1
48087,2021-04-04,1,2,0.5,2
48087,2021-04-11,1,1,1,3
48087,2021-05-02,0,1,0,6
48087,2021-05-09,0,1,0,7
48087,2021-05-16,1,1,1,8
48089,2021-03-28,3,3,1,1
48089,2021-04-04,3,12,0.25,2
48089,2021-04-11,6,7,0.8571428571428571,3
48089,2021-04-18,4,4,1,4
48089,2021-04-25,6,10,0.6,5
48089,2021-05-02,1,7,0.14285714285714285,6
48089,2021-05-09,7,7,1,7
48089,2021-05-16,0,2,0,8
48089,2021-05-23,3,3,1,9
48089,2021-05-30,0,3,0,10
48091,2021-03-28,27,34,0.7941176470588235,1
48091,2021-04-04,31,68,0.45588235294117646,2
48091,2021-04-11,57,94,0.6063829787234043,3
48091,2021-04-18,60,73,0.821917808219178,4
48091,2021-04-25,72,79,0.9113924050632911,5
48091,2021-05-02,45,54,0.8333333333333334,6
48091,2021-05-09,43,62,0.6935483870967742,7
48091,2021-05-16,50,70,0.7142857142857143,8
48091,2021-05-23,44,58,0.7586206896551724,9
48091,2021-05-30,9,18,0.5,10
48093,2021-03-28,3,5,0.6,1
48093,2021-04-04,3,8,0.375,2
48093,2021-04-11,3,5,0.6,3
48093,2021-04-18,6,7,0.8571428571428571,4
48093,2021-04-25,0,5,0,5
48093,2021-05-02,3,5,0.6,6
48093,2021-05-09,3,5,0.6,7
48093,2021-05-16,1,1,1,8
48093,2021-05-23,2,4,0.5,9
48095,2021-04-04,1,1,1,2
48095,2021-04-11,1,1,1,3
48095,2021-04-18,2,2,1,4
48095,2021-05-02,0,1,0,6
48095,2021-05-09,1,1,1,7
48095,2021-05-16,1,1,1,8
48095,2021-05-23,1,3,0.3333333333333333,9
48097,2021-03-28,4,5,0.8,1
48097,2021-04-04,13,14,0.9285714285714286,2
48097,2021-04-11,3,19,0.15789473684210525,3
48097,2021-04-18,10,19,0.5263157894736842,4
48097,2021-04-25,10,10,1,5
48097,2021-05-02,7,7,1,6
48097,2021-05-09,6,6,1,7
48097,2021-05-16,12,12,1,8
48097,2021-05-23,12,16,0.75,9
48097,2021-05-30,0,6,0,10
48099,2021-03-28,11,33,0.3333333333333333,1
48099,2021-04-04,21,53,0.39622641509433965,2
48099,2021-04-11,24,59,0.4067796610169492,3
48099,2021-04-18,31,48,0.6458333333333334,4
48099,2021-04-25,31,49,0.6326530612244898,5
48099,2021-05-02,14,39,0.358974358974359,6
48099,2021-05-09,19,24,0.7916666666666666,7
48099,2021-05-16,33,38,0.868421052631579,8
